words,"",10,2,2016,3,365,4,5,950,adds,ai,amazon,android,announces,app,apple,apps,available,azure,band,big,book,build,business,buy,ceo,cloud,corporation,cortana,data,deal,dynamics,edge,enterprise,facebook,first,free,future,game,games,get,gets,google,help,heres,hololens,india,internet,ios,iphone,latest,launches,linkedin,live,lumia,make,may,microsoft,microsofts,mobile,msft,nadella,new,next,office,one,open,pc,phone,power,preview,pro,project,release,releases,review,satya,says,security,server,services,skype,software,stock,store,support,surface,tech,technology,uk,update,updates,upgrade,us,users,video,vs,wants,windows,xbox
iphone,7,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,8.0,2.0,43.0,23.0,7.0,5.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,2.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,5.0,0.0,0.0,0.0,6.0,0.0,4.0,3.0,0.0,2.0,6.0,0.0,6.0,130,38,7.0,6.0,1.0,15.0,5.0,3.0,3.0,0.0,1.0,11.0,1.0,0.0,3.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,9.0,4.0,8.0,1.0,12.0,0.0
latest,6,49.0,3.0,4.0,1.0,1.0,4.0,0.0,2.0,6.0,6.0,0.0,8.0,1.0,11.0,7.0,3.0,0.0,2.0,5.0,0.0,4.0,13.0,0.0,0.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,11.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,9.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,6.0,0.0,3.0,106,81,9.0,3.0,0.0,11.0,0.0,6.0,3.0,0.0,1.0,3.0,0.0,5.0,5.0,1.0,9.0,2.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,12.0,0.0,0.0,27.0,3.0,4.0,8.0,5.0,1.0,3.0,1.0,62.0,6.0
launches,4,21.0,2.0,5.0,1.0,5.0,8.0,0.0,6.0,0.0,5.0,0.0,16.0,2.0,31.0,8.0,5.0,1.0,29.0,0.0,4.0,0.0,4.0,12.0,0.0,0.0,9.0,4.0,12.0,9.0,4.0,8.0,3.0,2.0,0.0,8.0,7.0,0.0,1.0,1.0,1.0,0.0,8.0,7.0,0.0,7.0,15.0,14.0,19.0,3.0,1.0,0.0,0.0,1.0,24.0,0.0,0.0,325,10,2.0,6.0,0.0,35.0,0.0,22.0,4.0,1.0,0.0,5.0,1.0,22.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,10.0,1.0,0.0,23.0,4.0,16.0,1.0,2.0,3.0,5.0,4.0,5.0,6.0,6.0,3.0,0.0,2.0,35.0,5.0
linkedin,15,5.0,0.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,7.0,76.0,13.0,2.0,0.0,0.0,2.0,57.0,4.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,247,38,0.0,12.0,13.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0
live,9,13.0,2.0,24.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,7.0,1.0,1.0,0.0,10.0,0.0,2.0,1.0,17.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,6.0,1.0,0.0,2.0,1.0,11.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,134,40,0.0,2.0,1.0,7.0,7.0,4.0,16.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,5.0,1.0,0.0,1.0,6.0,7.0,0.0,0.0,9.0,3.0,1.0,1.0,26.0,84.0
lumia,35,52.0,5.0,6.0,0.0,4.0,3.0,2.0,205.0,1.0,0.0,11.0,0.0,4.0,2.0,5.0,0.0,29.0,0.0,3.0,3.0,1.0,2.0,11.0,5.0,0.0,2.0,4.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,18.0,21.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,5.0,0.0,32.0,0.0,1.0,6.0,6.0,24.0,0.0,3.0,0.0,1.0,11.0,463,60,22.0,1.0,0.0,24.0,3.0,5.0,10.0,3.0,4.0,40.0,0.0,2.0,4.0,0.0,18.0,6.0,40.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,13.0,0.0,0.0,31.0,11.0,2.0,1.0,19.0,4.0,4.0,35.0,0.0,71.0,3.0
make,5,19.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,0.0,13.0,5.0,8.0,3.0,2.0,0.0,8.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,4.0,5.0,6.0,1.0,5.0,2.0,0.0,0.0,4.0,0.0,2.0,4.0,4.0,0.0,19.0,1.0,2.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,145,23,6.0,1.0,1.0,7.0,2.0,4.0,9.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,0.0,1.0,18.0,28.0,14.0
may,7,13.0,4.0,14.0,2.0,2.0,5.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,9.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,0.0,7.0,0.0,1.0,0.0,3.0,0.0,2.0,7.0,6.0,1.0,10.0,2.0,1.0,10.0,5.0,1.0,0.0,6.0,3.0,0.0,3.0,2.0,11.0,2.0,0.0,150,42,11.0,5.0,3.0,21.0,2.0,5.0,20.0,0.0,14.0,10.0,0.0,0.0,5.0,1.0,5.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,22.0,5.0,2.0,0.0,4.0,1.0,4.0,2.0,3.0,0.0,1.0,0.0,19.0,36.0
microsoft,476,1476.0,295.0,489.0,158.0,240.0,321.0,141.0,183.0,222.0,112.0,249.0,279.0,273.0,512.0,535.0,258.0,151.0,454.0,347.0,197.0,186.0,259.0,300.0,198.0,267.0,788.0,306.0,182.0,498.0,201.0,154.0,314.0,187.0,249.0,219.0,273.0,122.0,145.0,157.0,179.0,163.0,573.0,169.0,136.0,390.0,165.0,195.0,188.0,130.0,106.0,325.0,247.0,134.0,463.0,145.0,150.0,0,15,342.0,399.0,167.0,1130.0,137.0,621.0,546.0,183.0,211.0,264.0,173.0,191.0,445.0,136.0,190.0,253.0,178.0,163.0,283.0,246.0,168.0,170.0,207.0,172.0,156.0,244.0,379.0,911.0,279.0,138.0,149.0,444.0,240.0,202.0,234.0,313.0,143.0,196.0,198.0,2032.0,844.0
microsofts,84,241.0,21.0,85.0,22.0,41.0,40.0,21.0,19.0,11.0,91.0,9.0,72.0,2.0,171.0,48.0,55.0,36.0,80.0,12.0,45.0,50.0,38.0,47.0,14.0,33.0,137.0,2.0,71.0,39.0,22.0,17.0,50.0,16.0,9.0,59.0,28.0,43.0,27.0,48.0,37.0,54.0,43.0,24.0,31.0,126.0,11.0,12.0,56.0,38.0,81.0,10.0,38.0,40.0,60.0,23.0,42.0,15,0,85.0,31.0,49.0,307.0,60.0,61.0,133.0,23.0,52.0,77.0,19.0,14.0,63.0,62.0,8.0,6.0,19.0,30.0,26.0,19.0,20.0,13.0,31.0,18.0,23.0,13.0,25.0,207.0,38.0,30.0,32.0,49.0,8.0,43.0,30.0,54.0,26.0,17.0,26.0,339.0,184.0
mobile,6,215.0,2.0,8.0,0.0,4.0,0.0,3.0,11.0,12.0,0.0,0.0,20.0,4.0,39.0,1.0,25.0,5.0,5.0,0.0,8.0,0.0,43.0,9.0,3.0,0.0,8.0,2.0,7.0,11.0,4.0,3.0,2.0,3.0,2.0,7.0,4.0,3.0,1.0,0.0,7.0,6.0,5.0,0.0,4.0,0.0,2.0,0.0,16.0,7.0,9.0,2.0,0.0,0.0,22.0,6.0,11.0,342,85,0.0,4.0,1.0,38.0,5.0,22.0,3.0,0.0,10.0,26.0,5.0,18.0,0.0,0.0,8.0,26.0,6.0,0.0,6.0,4.0,0.0,6.0,8.0,3.0,0.0,1.0,10.0,6.0,5.0,3.0,1.0,25.0,14.0,13.0,0.0,14.0,7.0,3.0,6.0,232.0,1.0
msft,22,13.0,2.0,18.0,0.0,2.0,2.0,7.0,0.0,2.0,5.0,6.0,4.0,5.0,12.0,11.0,5.0,2.0,4.0,2.0,8.0,1.0,2.0,9.0,14.0,6.0,27.0,114.0,1.0,5.0,16.0,0.0,5.0,1.0,8.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,12.0,2.0,10.0,2.0,1.0,1.0,1.0,6.0,3.0,6.0,12.0,2.0,1.0,1.0,5.0,399,31,4.0,0.0,6.0,17.0,1.0,3.0,10.0,2.0,4.0,3.0,0.0,6.0,4.0,0.0,0.0,2.0,0.0,4.0,3.0,1.0,1.0,2.0,5.0,3.0,66.0,3.0,2.0,8.0,9.0,3.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,3.0,1.0,21.0,16.0
nadella,10,4.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,6.0,114.0,6.0,2.0,7.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,6.0,1.0,1.0,4.0,2.0,22.0,2.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,1.0,3.0,167,49,1.0,6.0,0.0,8.0,8.0,0.0,9.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,192.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,2.0
new,30,178.0,13.0,44.0,17.0,41.0,26.0,4.0,3.0,42.0,23.0,2.0,29.0,45.0,116.0,24.0,39.0,9.0,35.0,20.0,13.0,23.0,45.0,30.0,0.0,11.0,61.0,15.0,18.0,40.0,7.0,28.0,20.0,19.0,10.0,30.0,13.0,4.0,15.0,26.0,18.0,35.0,32.0,18.0,9.0,24.0,4.0,13.0,23.0,15.0,11.0,35.0,2.0,7.0,24.0,7.0,21.0,1130,307,38.0,17.0,8.0,0.0,3.0,86.0,104.0,7.0,22.0,14.0,17.0,48.0,32.0,11.0,17.0,53.0,2.0,7.0,7.0,31.0,15.0,18.0,15.0,16.0,4.0,21.0,24.0,79.0,27.0,17.0,4.0,62.0,37.0,7.0,9.0,21.0,40.0,4.0,5.0,252.0,136.0
next,11,25.0,4.0,3.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,5.0,5.0,0.0,0.0,10.0,2.0,12.0,4.0,9.0,4.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,5.0,9.0,0.0,2.0,0.0,0.0,0.0,11.0,8.0,10.0,3.0,3.0,3.0,5.0,4.0,0.0,9.0,1.0,5.0,0.0,0.0,0.0,7.0,3.0,2.0,2.0,137,60,5.0,1.0,8.0,3.0,0.0,5.0,7.0,1.0,3.0,3.0,0.0,4.0,3.0,1.0,3.0,2.0,0.0,9.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,12.0,15.0,3.0,3.0,2.0,11.0,2.0,0.0,2.0,0.0,1.0,0.0,5.0,27.0,20.0
office,13,26.0,1.0,52.0,3.0,284.0,1.0,2.0,5.0,28.0,0.0,0.0,28.0,14.0,22.0,7.0,42.0,10.0,28.0,0.0,5.0,0.0,12.0,24.0,1.0,2.0,19.0,1.0,1.0,7.0,2.0,3.0,18.0,6.0,6.0,9.0,24.0,2.0,0.0,0.0,26.0,13.0,22.0,11.0,5.0,1.0,1.0,0.0,25.0,3.0,6.0,22.0,2.0,4.0,5.0,4.0,5.0,621,61,22.0,3.0,0.0,86.0,5.0,0.0,6.0,5.0,2.0,2.0,4.0,20.0,11.0,8.0,1.0,12.0,0.0,0.0,7.0,22.0,3.0,6.0,23.0,7.0,2.0,2.0,20.0,5.0,1.0,2.0,3.0,17.0,30.0,2.0,4.0,33.0,2.0,3.0,7.0,47.0,5.0
one,39,38.0,9.0,34.0,6.0,1.0,29.0,4.0,4.0,11.0,2.0,5.0,2.0,19.0,5.0,8.0,12.0,6.0,1.0,6.0,18.0,6.0,8.0,6.0,9.0,7.0,9.0,7.0,7.0,1.0,5.0,1.0,6.0,0.0,0.0,10.0,32.0,4.0,35.0,77.0,13.0,0.0,9.0,7.0,9.0,11.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0,16.0,10.0,9.0,20.0,546,133,3.0,10.0,9.0,104.0,7.0,6.0,0.0,1.0,29.0,3.0,4.0,11.0,15.0,7.0,12.0,4.0,8.0,11.0,19.0,1.0,0.0,1.0,5.0,4.0,3.0,11.0,7.0,30.0,8.0,1.0,2.0,59.0,8.0,13.0,5.0,4.0,13.0,21.0,10.0,55.0,588.0
open,2,2.0,1.0,2.0,0.0,4.0,0.0,2.0,2.0,0.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,2.0,6.0,0.0,1.0,4.0,0.0,0.0,13.0,1.0,0.0,13.0,0.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,4.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,3.0,0.0,183,23,0.0,2.0,0.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,12.0,2.0
pc,6,34.0,2.0,4.0,0.0,0.0,7.0,7.0,4.0,2.0,0.0,0.0,0.0,1.0,6.0,13.0,2.0,0.0,1.0,2.0,1.0,2.0,9.0,1.0,0.0,1.0,16.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,22.0,3.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,14.0,211,52,10.0,4.0,1.0,22.0,3.0,2.0,29.0,0.0,0.0,12.0,0.0,3.0,5.0,2.0,4.0,8.0,5.0,1.0,9.0,3.0,0.0,0.0,1.0,2.0,0.0,5.0,3.0,19.0,3.0,4.0,0.0,4.0,1.0,2.0,0.0,10.0,3.0,4.0,11.0,50.0,56.0
phone,14,41.0,0.0,11.0,4.0,2.0,1.0,1.0,11.0,0.0,0.0,0.0,5.0,2.0,18.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,3.0,35.0,1.0,0.0,5.0,5.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,5.0,4.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,5.0,11.0,3.0,5.0,1.0,3.0,40.0,3.0,10.0,264,77,26.0,3.0,2.0,14.0,3.0,2.0,3.0,0.0,12.0,0.0,1.0,3.0,1.0,2.0,17.0,6.0,11.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,119.0,1.0,0.0,1.0,3.0,5.0,2.0,0.0,6.0,1.0,4.0,4.0,126.0,1.0
power,1,5.0,4.0,3.0,0.0,0.0,3.0,2.0,0.0,10.0,0.0,0.0,0.0,9.0,4.0,1.0,5.0,0.0,6.0,6.0,2.0,2.0,2.0,6.0,0.0,0.0,4.0,0.0,7.0,10.0,0.0,7.0,10.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,173,19,5.0,0.0,2.0,17.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,2.0,47.0,1.0,0.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,61.0,0.0,1.0,0.0,9.0,1.0,1.0,3.0,5.0,1.0,0.0,2.0,7.0,2.0
preview,2,62.0,1.0,15.0,5.0,7.0,1.0,0.0,2.0,8.0,0.0,1.0,3.0,8.0,5.0,2.0,1.0,8.0,28.0,0.0,1.0,0.0,30.0,11.0,0.0,0.0,7.0,4.0,4.0,0.0,0.0,2.0,13.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,5.0,22.0,0.0,0.0,2.0,0.0,0.0,191,14,18.0,6.0,0.0,48.0,4.0,20.0,11.0,1.0,3.0,3.0,2.0,0.0,0.0,5.0,2.0,43.0,0.0,0.0,1.0,0.0,4.0,5.0,12.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,15.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,74.0,13.0
pro,18,29.0,12.0,7.0,38.0,2.0,305.0,61.0,3.0,1.0,0.0,1.0,0.0,4.0,6.0,49.0,5.0,4.0,0.0,5.0,2.0,81.0,1.0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,9.0,12.0,0.0,3.0,0.0,1.0,7.0,3.0,2.0,7.0,0.0,17.0,0.0,9.0,3.0,5.0,11.0,0.0,0.0,4.0,0.0,5.0,445,63,0.0,4.0,1.0,32.0,3.0,11.0,15.0,0.0,5.0,1.0,47.0,0.0,0.0,0.0,30.0,4.0,49.0,1.0,13.0,0.0,0.0,1.0,2.0,1.0,0.0,12.0,0.0,474.0,4.0,0.0,12.0,19.0,17.0,1.0,4.0,3.0,1.0,63.0,0.0,32.0,8.0
project,1,3.0,0.0,9.0,1.0,5.0,1.0,0.0,0.0,2.0,3.0,0.0,8.0,10.0,15.0,1.0,6.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,4.0,3.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,0.0,5.0,0.0,2.0,3.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,136,62,0.0,0.0,0.0,11.0,1.0,8.0,7.0,3.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,4.0,14.0
release,4,49.0,15.0,18.0,7.0,0.0,7.0,30.0,1.0,3.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,3.0,0.0,3.0,2.0,12.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,4.0,2.0,1.0,0.0,2.0,12.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,18.0,0.0,5.0,190,8,8.0,0.0,0.0,17.0,3.0,1.0,12.0,0.0,4.0,17.0,0.0,2.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,68.0,2.0,0.0,10.0,18.0,10.0,12.0,1.0,0.0,1.0,1.0,0.0,54.0,22.0
