words,"",10,2,2016,3,365,4,5,950,adds,ai,amazon,android,announces,app,apple,apps,available,azure,band,big,book,build,business,buy,ceo,cloud,corporation,cortana,data,deal,dynamics,edge,enterprise,facebook,first,free,future,game,games,get,gets,google,help,heres,hololens,india,internet,ios,iphone,latest,launches,linkedin,live,lumia,make,may,microsoft,microsofts,mobile,msft,nadella,new,next,office,one,open,pc,phone,power,preview,pro,project,release,releases,review,satya,says,security,server,services,skype,software,stock,store,support,surface,tech,technology,uk,update,updates,upgrade,us,users,video,vs,wants,windows,xbox
releases,4,76.0,6.0,23.0,7.0,8.0,4.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,26.0,1.0,6.0,0.0,14.0,2.0,1.0,4.0,28.0,1.0,0.0,0.0,2.0,2.0,7.0,6.0,0.0,4.0,5.0,1.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,9.0,3.0,2.0,0.0,0.0,1.0,6.0,0.0,1.0,253,6,26.0,2.0,0.0,53.0,2.0,12.0,4.0,5.0,8.0,6.0,3.0,43.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,6.0,14.0,0.0,7.0,3.0,0.0,2.0,2.0,13.0,1.0,2.0,0.0,42.0,10.0,1.0,1.0,2.0,3.0,0.0,1.0,91.0,5.0
review,14,12.0,37.0,3.0,4.0,0.0,44.0,1.0,31.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,38.0,2.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,40.0,0.0,1.0,178,19,6.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,5.0,11.0,1.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,81.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0
satya,10,5.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,6.0,112.0,4.0,1.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,2.0,3.0,1.0,4.0,1.0,19.0,1.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,1.0,2.0,163,30,0.0,4.0,192.0,7.0,9.0,0.0,11.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,4.0
says,7,36.0,4.0,2.0,0.0,3.0,8.0,0.0,5.0,0.0,3.0,10.0,5.0,0.0,10.0,12.0,6.0,8.0,3.0,0.0,7.0,9.0,1.0,4.0,5.0,7.0,14.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,5.0,0.0,2.0,3.0,13.0,8.0,5.0,0.0,8.0,3.0,0.0,7.0,2.0,2.0,3.0,1.0,1.0,0.0,4.0,1.0,7.0,4.0,0.0,283,26,6.0,3.0,7.0,7.0,4.0,7.0,19.0,1.0,9.0,3.0,3.0,1.0,13.0,0.0,0.0,2.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,8.0,12.0,8.0,1.0,9.0,6.0,1.0,3.0,8.0,5.0,1.0,1.0,0.0,42.0,54.0
security,4,19.0,0.0,12.0,0.0,19.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,6.0,9.0,5.0,2.0,2.0,20.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,31.0,2.0,0.0,6.0,0.0,1.0,3.0,14.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,7.0,9.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,2.0,246,19,4.0,1.0,5.0,31.0,2.0,22.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,3.0,1.0,0.0,6.0,3.0,0.0,5.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,6.0,8.0,6.0,2.0,8.0,0.0,0.0,0.0,30.0,0.0
server,4,4.0,0.0,83.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,6.0,15.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,15.0,0.0,0.0,6.0,4.0,2.0,0.0,4.0,0.0,5.0,8.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,168,20,0.0,1.0,0.0,15.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,7.0,9.0,14.0,0.0,0.0,1.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,51.0,1.0
services,5,1.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,8.0,0.0,0.0,4.0,4.0,34.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,88.0,0.0,0.0,10.0,0.0,4.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,170,13,6.0,2.0,1.0,18.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
skype,7,8.0,0.0,2.0,0.0,8.0,1.0,0.0,0.0,10.0,2.0,0.0,18.0,9.0,21.0,1.0,6.0,0.0,1.0,0.0,3.0,0.0,2.0,66.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,14.0,2.0,0.0,0.0,0.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,207,31,8.0,5.0,0.0,15.0,1.0,23.0,5.0,1.0,1.0,0.0,2.0,12.0,2.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,13.0,4.0,2.0,5.0,0.0,6.0,6.0,0.0,0.0,9.0,30.0,1.0,1.0,16.0,1.0
software,9,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,2.0,13.0,0.0,1.0,9.0,0.0,0.0,3.0,1.0,5.0,0.0,5.0,0.0,0.0,8.0,0.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,172,18,3.0,3.0,0.0,16.0,0.0,7.0,4.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,3.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,6.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,11.0,1.0
stock,8,3.0,1.0,9.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,1.0,10.0,39.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,156,23,0.0,66.0,0.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0
store,6,19.0,5.0,2.0,4.0,2.0,10.0,0.0,5.0,2.0,0.0,1.0,10.0,1.0,39.0,14.0,15.0,8.0,0.0,7.0,2.0,4.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,1.0,1.0,11.0,8.0,0.0,3.0,8.0,8.0,2.0,7.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,23.0,0.0,3.0,11.0,1.0,3.0,244,13,1.0,3.0,0.0,21.0,0.0,2.0,11.0,2.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,13.0,1.0,0.0,9.0,1.0,0.0,1.0,6.0,0.0,2.0,0.0,1.0,71.0,20.0
support,4,62.0,5.0,10.0,0.0,8.0,3.0,1.0,0.0,44.0,0.0,5.0,17.0,12.0,15.0,25.0,1.0,0.0,11.0,7.0,5.0,0.0,7.0,3.0,1.0,0.0,9.0,0.0,7.0,10.0,0.0,5.0,28.0,2.0,14.0,2.0,5.0,0.0,1.0,1.0,5.0,20.0,16.0,2.0,0.0,2.0,0.0,26.0,25.0,2.0,5.0,4.0,0.0,2.0,2.0,1.0,4.0,379,25,10.0,2.0,0.0,24.0,12.0,20.0,7.0,0.0,3.0,4.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,8.0,4.0,12.0,3.0,13.0,2.0,0.0,9.0,0.0,4.0,17.0,3.0,1.0,8.0,7.0,4.0,2.0,5.0,3.0,1.0,0.0,107.0,13.0
surface,29,27.0,21.0,31.0,101.0,1.0,307.0,70.0,3.0,0.0,0.0,2.0,0.0,7.0,3.0,45.0,1.0,13.0,0.0,10.0,5.0,227.0,4.0,7.0,11.0,3.0,6.0,17.0,1.0,1.0,7.0,0.0,0.0,3.0,1.0,23.0,13.0,4.0,9.0,0.0,11.0,10.0,2.0,2.0,11.0,3.0,21.0,0.0,3.0,6.0,12.0,16.0,0.0,5.0,13.0,2.0,22.0,911,207,6.0,8.0,1.0,79.0,15.0,5.0,30.0,1.0,19.0,119.0,61.0,2.0,474.0,2.0,68.0,13.0,81.0,1.0,12.0,1.0,0.0,1.0,4.0,1.0,0.0,13.0,4.0,0.0,10.0,2.0,37.0,29.0,21.0,2.0,11.0,3.0,3.0,70.0,3.0,39.0,21.0
tech,12,4.0,6.0,9.0,2.0,0.0,5.0,4.0,0.0,2.0,4.0,12.0,0.0,1.0,0.0,36.0,0.0,2.0,1.0,1.0,7.0,2.0,3.0,6.0,2.0,2.0,6.0,4.0,1.0,13.0,8.0,1.0,3.0,0.0,13.0,6.0,2.0,6.0,2.0,1.0,2.0,0.0,24.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,1.0,8.0,1.0,0.0,2.0,5.0,279,38,5.0,9.0,3.0,27.0,3.0,1.0,8.0,6.0,3.0,1.0,0.0,1.0,4.0,0.0,2.0,1.0,5.0,2.0,8.0,2.0,0.0,0.0,2.0,0.0,10.0,1.0,17.0,10.0,0.0,2.0,2.0,4.0,0.0,2.0,16.0,1.0,5.0,3.0,5.0,5.0,4.0
technology,6,2.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,5.0,0.0,9.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,138,30,3.0,3.0,5.0,17.0,3.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,0.0,1.0,5.0,2.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0
uk,3,4.0,14.0,8.0,10.0,2.0,6.0,2.0,16.0,0.0,1.0,12.0,0.0,3.0,0.0,4.0,0.0,14.0,3.0,18.0,0.0,19.0,2.0,2.0,2.0,6.0,13.0,1.0,0.0,17.0,2.0,0.0,0.0,1.0,7.0,9.0,4.0,0.0,0.0,4.0,3.0,9.0,8.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,31.0,0.0,0.0,149,32,1.0,1.0,1.0,4.0,2.0,3.0,2.0,9.0,0.0,1.0,0.0,0.0,12.0,0.0,10.0,0.0,1.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,1.0,9.0,1.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0
update,7,224.0,32.0,16.0,7.0,4.0,14.0,3.0,4.0,15.0,0.0,1.0,9.0,10.0,19.0,2.0,7.0,7.0,1.0,31.0,14.0,11.0,13.0,6.0,1.0,0.0,2.0,8.0,8.0,2.0,0.0,8.0,9.0,3.0,0.0,16.0,13.0,3.0,6.0,13.0,8.0,11.0,1.0,5.0,6.0,5.0,1.0,3.0,5.0,0.0,27.0,5.0,1.0,6.0,11.0,3.0,4.0,444,49,25.0,5.0,0.0,62.0,11.0,17.0,59.0,0.0,4.0,3.0,9.0,15.0,19.0,4.0,18.0,42.0,0.0,0.0,6.0,6.0,4.0,2.0,6.0,6.0,3.0,1.0,8.0,29.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,17.0,4.0,0.0,1.0,269.0,65.0
updates,2,58.0,2.0,4.0,5.0,8.0,10.0,0.0,1.0,3.0,0.0,0.0,12.0,6.0,28.0,3.0,17.0,1.0,7.0,6.0,3.0,10.0,2.0,4.0,1.0,1.0,2.0,2.0,6.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,15.0,5.0,3.0,4.0,1.0,7.0,2.0,1.0,1.0,240,8,14.0,0.0,0.0,37.0,2.0,30.0,8.0,0.0,1.0,5.0,1.0,5.0,17.0,1.0,10.0,10.0,0.0,0.0,1.0,8.0,4.0,3.0,6.0,4.0,0.0,0.0,7.0,21.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,84.0,8.0
upgrade,13,216.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,9.0,36.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,11.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,1.0,4.0,202,43,13.0,2.0,0.0,7.0,0.0,2.0,13.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,12.0,1.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,29.0,0.0,0.0,0.0,231.0,8.0
us,4,7.0,3.0,1.0,4.0,2.0,4.0,0.0,6.0,0.0,1.0,0.0,2.0,3.0,2.0,19.0,1.0,6.0,2.0,2.0,0.0,2.0,3.0,5.0,0.0,7.0,9.0,1.0,2.0,62.0,2.0,0.0,0.0,1.0,0.0,6.0,3.0,1.0,0.0,0.0,2.0,0.0,13.0,4.0,0.0,5.0,1.0,1.0,2.0,1.0,8.0,6.0,0.0,0.0,19.0,4.0,2.0,234,30,0.0,1.0,2.0,9.0,2.0,4.0,5.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,11.0,16.0,3.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,5.0,17.0
users,12,108.0,6.0,1.0,0.0,15.0,3.0,0.0,2.0,3.0,1.0,5.0,15.0,2.0,15.0,10.0,5.0,0.0,7.0,8.0,0.0,3.0,1.0,14.0,0.0,0.0,12.0,0.0,3.0,5.0,0.0,1.0,16.0,3.0,2.0,1.0,24.0,0.0,1.0,1.0,16.0,1.0,7.0,3.0,0.0,0.0,0.0,4.0,3.0,9.0,5.0,6.0,1.0,9.0,4.0,1.0,3.0,313,54,14.0,3.0,0.0,21.0,0.0,33.0,4.0,0.0,10.0,6.0,5.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,5.0,8.0,3.0,0.0,9.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,17.0,5.0,29.0,2.0,0.0,1.0,1.0,3.0,128.0,8.0
video,14,5.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,10.0,4.0,15.0,4.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,2.0,15.0,6.0,0.0,6.0,1.0,1.0,1.0,15.0,0.0,0.0,7.0,4.0,1.0,3.0,2.0,3.0,4.0,0.0,0.0,143,26,7.0,3.0,2.0,40.0,1.0,2.0,13.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,30.0,1.0,0.0,2.0,3.0,3.0,5.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,8.0,10.0
vs,27,4.0,8.0,9.0,4.0,0.0,55.0,4.0,20.0,1.0,0.0,9.0,0.0,0.0,2.0,49.0,0.0,0.0,3.0,6.0,2.0,11.0,0.0,5.0,16.0,0.0,12.0,11.0,5.0,3.0,1.0,1.0,6.0,2.0,7.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,25.0,0.0,4.0,5.0,0.0,2.0,3.0,8.0,3.0,0.0,0.0,1.0,35.0,1.0,1.0,196,17,3.0,3.0,0.0,4.0,0.0,3.0,21.0,0.0,4.0,4.0,0.0,0.0,63.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,70.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,7.0
wants,11,26.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,6.0,0.0,11.0,0.0,13.0,2.0,7.0,0.0,1.0,2.0,0.0,0.0,10.0,2.0,3.0,2.0,5.0,2.0,1.0,11.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,4.0,5.0,5.0,0.0,3.0,15.0,2.0,15.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,18.0,0.0,198,26,6.0,1.0,1.0,5.0,5.0,7.0,10.0,11.0,11.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,38.0,20.0
windows,87,1818.0,21.0,52.0,14.0,10.0,16.0,10.0,24.0,38.0,4.0,1.0,59.0,25.0,139.0,14.0,89.0,19.0,8.0,8.0,24.0,11.0,136.0,21.0,7.0,17.0,11.0,13.0,36.0,21.0,5.0,0.0,91.0,24.0,3.0,47.0,79.0,12.0,22.0,25.0,59.0,17.0,12.0,14.0,34.0,16.0,10.0,13.0,37.0,12.0,62.0,35.0,1.0,26.0,71.0,28.0,19.0,2032,339,232.0,21.0,4.0,252.0,27.0,47.0,55.0,12.0,50.0,126.0,7.0,74.0,32.0,4.0,54.0,91.0,21.0,5.0,42.0,30.0,51.0,3.0,16.0,11.0,1.0,71.0,107.0,39.0,5.0,2.0,3.0,269.0,84.0,231.0,5.0,128.0,8.0,5.0,38.0,0.0,58.0
xbox,33,42.0,9.0,50.0,7.0,0.0,31.0,7.0,2.0,11.0,0.0,1.0,2.0,29.0,18.0,11.0,15.0,9.0,0.0,3.0,10.0,1.0,7.0,4.0,11.0,6.0,4.0,6.0,9.0,0.0,9.0,0.0,2.0,1.0,2.0,17.0,44.0,10.0,52.0,113.0,14.0,2.0,0.0,7.0,6.0,10.0,2.0,1.0,2.0,0.0,6.0,5.0,0.0,84.0,3.0,14.0,36.0,844,184,1.0,16.0,2.0,136.0,20.0,5.0,588.0,2.0,56.0,1.0,2.0,13.0,8.0,14.0,22.0,5.0,6.0,4.0,54.0,0.0,1.0,2.0,1.0,1.0,6.0,20.0,13.0,21.0,4.0,2.0,3.0,65.0,8.0,8.0,17.0,8.0,10.0,7.0,20.0,58.0,0.0
